Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Take Me to the Beach (feat. Ado)","Imagine Dragons","Take Me to the Beach (feat. Ado)","My playlist :)","Playlist","USUM72413303","4n7nwDqrdx3qmJvEACOMrN"
"Where Are You Now","Lost Frequencies","All Stand Together","My playlist :)","Playlist","BEHP42100067","3mfER4ORePHvN35cbZ3dkV"
"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran","Perfect Duet (Ed Sheeran & Beyoncé)","My playlist :)","Playlist","GBAHS1701196","1bhUWB0zJMIKr9yVPrkEuI"
"Catch a Grenade - The Hooligans Remix","Bruno Mars","The Grenade Sessions","My playlist :)","Playlist","USAT21100010","1EOWf8bsePF6QtiDUAclrJ"
"She Looks So Perfect","5 Seconds of Summer","5 Seconds Of Summer","My playlist :)","Playlist","GBUM71400377","1gugDOSMREb34Xo0c1PlxM"
"Tightrope","Michelle Williams","The Greatest Showman (Original Motion Picture Soundtrack)","My playlist :)","Playlist","USAT21704624","0GVuLQtPXFaL18ijEOqoAa"
"Bleeding Out","Imagine Dragons","Night Visions","My playlist :)","Playlist","USUM71208569","6NaBDHz9C7Uz9Z9CwLXQin"
"Hold Me While You Wait","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","My playlist :)","Playlist","DEUM71900680","60iSKGrGazRzICtMjADNSM"
"Forget Me","Lewis Capaldi","Broken By Desire To Be Heavenly Sent","My playlist :)","Playlist","DEUM72204717","3iHzKA9HlXf5wsGdsrsnSA"
"Leave Before You Love Me (with Jonas Brothers)","Marshmello","Leave Before You Love Me","My playlist :)","Playlist","USUG12102313","4qu63nuBpdn0qHUHuObEj1"
"Can't Hold Us (feat. Ray Dalton)","Macklemore","The Heist","My playlist :)","Playlist","GMM881200002","22skzmqfdWrjJylampe0kt"
"HAPPY","NF","HOPE","My playlist :)","Playlist","USUM72300449","3ZEno9fORwMA1HPecdLi0R"
"Me, Myself & I","5 Seconds of Summer","5SOS5","My playlist :)","Playlist","QMRSZ2200652","7JJshKQ0Wlu6bZwqamulCE"
"In the Name of Love","Martin Garrix","In the Name of Love","My playlist :)","Playlist","NLM5S1600003","23L5CiUhw2jV1OIMwthR3S"
"More Than You Know","Axwell /\ Ingrosso","More Than You Know","My playlist :)","Playlist","GBUM71701735","6h5PAsRni4IRlxWr6uDPTP"
"Here With Me","Marshmello","Here With Me","My playlist :)","Playlist","USUG11900610","2jpKZFnBk98Ud3EoZiBOTf"
"Unwritten","Natasha Bedingfield","Unwritten","My playlist :)","Playlist","GBARL0400707","3U5JVgI2x4rDyHGObzJfNf"
"Heart Upon My Sleeve (feat. Imagine Dragons)","Avicii","TIM","My playlist :)","Playlist","SE5R71900210","6kXNnS7JJz0nAv4XEwEmQJ"
"Welcome To The Jungle","Guns N' Roses","Appetite For Destruction","My playlist :)","Playlist","USGF18714801","0G21yYKMZoHa30cYVi1iA8"
"River (feat. Ed Sheeran)","Eminem","Revival","My playlist :)","Playlist","USUM71712944","1cS0TgbR263ey9jn0MwD2s"
"I Ain't Worried - Collins String Version","OneRepublic","I Ain’t Worried (Versions)","My playlist :)","Playlist","USUM72300623","5YiOw89cU77h8luvcrXIcv"
"That's What I Like","Bruno Mars","24K Magic","My playlist :)","Playlist","USAT21602948","0KKkJNfGyhkQ5aFogxQAPU"
"If You're Going Through Hell (Before The Devil Even Knows)","Rodney Atkins","If You're Going Through Hell","My playlist :)","Playlist","USCRB0506759","7vSn3VNbzOtPebdj6ZSebj"
"Cheap Thrills (feat. Sean Paul)","Sia","This Is Acting (Deluxe Version)","My playlist :)","Playlist","USRC11600201","2ONIJ40u0Attbm3miIIpNO"
"Eyes On You","Nicky Youre","Good Times Go","My playlist :)","Playlist","USQX92205711","6xpAcenBpNYOyljTMLvzVi"
"Classic","MKTO","MKTO","My playlist :)","Playlist","USSM11301446","6FE2iI43OZnszFLuLtvvmg"
"Cheap Thrills","Sia","This Is Acting (Deluxe Version)","My playlist :)","Playlist","USRC11502935","3S4px9f4lceWdKf0gWciFu"
"Cheap Thrills","Sia","This Is Acting (Deluxe Version)","My playlist :)","Playlist","USRC11502935","3S4px9f4lceWdKf0gWciFu"
"Ex's & Oh's","Elle King","Love Stuff","My playlist :)","Playlist","USRC11401950","70eDxAyAraNTiD6lx2ZEnH"
"My Songs Know What You Did In The Dark (Light Em Up)","Fall Out Boy","Save Rock And Roll","My playlist :)","Playlist","USUM71300299","2E43WFS4rRc09za2r2GmZl"
"Feel So Close - Radio Edit","Calvin Harris","18 Months","My playlist :)","Playlist","GBARL1100748","1gihuPhrLraKYrJMAEONyc"
"Break My Heart","Dua Lipa","Future Nostalgia","My playlist :)","Playlist","GBAHT1901303","017PF4Q3l4DBUiWoXk4OWT"
"Dance The Night - From Barbie The Album","Dua Lipa","Dance The Night (From Barbie The Album)","My playlist :)","Playlist","USAT22305457","1vYXt7VSjH9JIM5oRRo7vA"
"I Just Wanna Shine","Fitz and The Tantrums","All the Feels","My playlist :)","Playlist","USAT21902545","4GZ3YCkuH0VvTluVLwUp4g"
"Sweet Home Alabama","Lynyrd Skynyrd","Second Helping (Expanded Edition)","My playlist :)","Playlist","USMC17446153","7e89621JPkKaeDSTQ3avtg"
"I Had Some Help (Feat. Morgan Wallen)","Post Malone","F-1 Trillion","My playlist :)","Playlist","USUM72404990","5IZXB5IKAD2qlvTPJYDCFB"
"Livin' for the Weekend","Fitz and The Tantrums","All the Feels","My playlist :)","Playlist","USAT21903754","6TUSi9GZigMhBQ4k8zVK1Q"
"Chicken Fried","Zac Brown Band","The Foundation","My playlist :)","Playlist","USAT20804178","0LQtEJt7x0s6knb6RKdRYc"
"A Sky Full of Stars","Taron Egerton","Sing 2 (Original Motion Picture Soundtrack)","My playlist :)","Playlist","USQ4E2101104","2VeLdiYiILcCOEV0izfzEW"
"Arcade (feat. FLETCHER)","Duncan Laurence","Small Town Boy","My playlist :)","Playlist","NL1TK2000069","4Ld4kbKo1eOzToQ0P8JA0V"
"Mama Said","Lukas Graham","Lukas Graham","My playlist :)","Playlist","USWB11600081","5ArQzSBevAdXTxRY6Ulhbq"
"All 4 Nothing (I'm So In Love)","LAUV","All 4 Nothing","My playlist :)","Playlist","QZTTB2200005","7I5WT7DtpwSAhEeDLpZEfm"
"Something to Someone","Dermot Kennedy","Sonder (2023)","My playlist :)","Playlist","USUG12201957","4AQXIIhoKpkn7gMMS4StAY"
"Saved My Life","Andy Grammer","Monster (Deluxe)","My playlist :)","Playlist","USHR12243200","7lgOyQfEvP2mOGz7AR3deS"
"Back In Black","AC/DC","Back In Black","My playlist :)","Playlist","AUAP08000046","08mG3Y1vljYA6bvDt4Wqkj"
"King And Lionheart","Of Monsters and Men","My Head Is An Animal","My playlist :)","Playlist","USUM71202067","310d8Vawp5kYDYrGrrTAzl"
"I Don't Belong In This Club","Why Don't We","I Don't Belong In This Club","My playlist :)","Playlist","USAT21901829","6N22Yl2nHPnksP1hu3mxJE"
"Machine","Imagine Dragons","Origins (Deluxe)","My playlist :)","Playlist","USUM71816159","4uGY9CqDtGtaTTLg1cgsWD"
"Lease On Life","Andy Grammer","Monster (Deluxe)","My playlist :)","Playlist","USHR12141732","5p9qpWYe180APb2eaYODSF"
"LEVIATHAN (Blox Fruits)","BloxBoys","LEVIATHAN (Blox Fruits)","My playlist :)","Playlist","SE5BU2524727","27X5vWZqsV0O31TBlgJdEu"
"Cleaning This Gun (Come On In Boy)","Rodney Atkins","If You're Going Through Hell","My playlist :)","Playlist","USCRB0606874","292hQrFkBjVmbHRqGVqBta"
"I Don't Wanna Wait","David Guetta","I Don't Wanna Wait","My playlist :)","Playlist","UKWLG2400013","331l3xABO0HMr1Kkyh2LZq"
"Ho Hey","The Lumineers","The Lumineers","My playlist :)","Playlist","USDMG1260805","0DwClY2t9YAWHBROMIgrXb"
"Nice To Meet You","Myles Smith","Nice To Meet You (Mistletoe Version)","My playlist :)","Playlist","GBARL2401376","6eWAWHm0cuOaPGDWhoLJ7s"
"Go Big Or Go Home","American Authors","What We Live For","My playlist :)","Playlist","USUM71506070","1obisQNOcikRvTdStbW3pG"
"Raging Fire","Phillip Phillips","Behind The Light (Deluxe)","My playlist :)","Playlist","QMTM61400111","3Q2tKt6gKdn9LUMcHFxNJy"
"Say You Won't Let Go","James Arthur","Back from the Edge","My playlist :)","Playlist","DEE861600586","5uCax9HTNlzGybIStD3vDh"
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","P!nk","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","My playlist :)","Playlist","USWD11676311","7K5dzhGda2vRTaAWYI3hrb"
"El Dorado","Stellar","El Dorado","My playlist :)","Playlist","QM24S2100703","3p94RpSxQdZocUfrzpemmm"
"Farmer's Daughter","Rodney Atkins","It's America","My playlist :)","Playlist","USCRB1009164","5zGqTc1WQUe8XqqdnrpKTV"
"Dear Future Husband","Meghan Trainor","Title (Expanded Edition)","My playlist :)","Playlist","USSM11406291","5MEYDJVJMaGAXfddTo0D6J"
"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez","Back To You (From 13 Reasons Why – Season 2 Soundtrack)","My playlist :)","Playlist","USUM71805992","4hQ6UGyWQIGJmHSo0J88JW"
"Into The Storm","BANNERS","Empires On Fire","My playlist :)","Playlist","USUM71608393","2eZskXFEMt2K1fvTsB9LSk"
"Ready to Go","Paper Kings","Ready to Go","My playlist :)","Playlist","US43C1619539","0StZzUhFWHmvDDAfmCGDpT"
"Stranger","Stellar","Stranger","My playlist :)","Playlist","QZQAY2262220","79w5oc04QaB15czB3qO95w"
"Eyes Closed","Imagine Dragons","LOOM","My playlist :)","Playlist","USUM72402448","7xDd7gl6AGgpiOz5trz4dM"
"Love Is The New Money","Andy Grammer","Monster (Deluxe)","My playlist :)","Playlist","USHR12345764","5t0zOGCrWeT8Azl0NtzgPf"
"DRAGON TALON ACADEMY: UZOTH'S SONG (Blox Fruits)","BloxBoys","DRAGON TALON ACADEMY: UZOTH'S SONG (Blox Fruits)","My playlist :)","Playlist","SE6XY2524946","79U27dwSGZI4y3OdXPD3Wf"
"What A Man Gotta Do","Jonas Brothers","What A Man Gotta Do","My playlist :)","Playlist","USUG11904422","4wNIkl5XGiAACjFBlDWuSd"
"I Do","Andy Grammer","Monster","My playlist :)","Playlist","USHR12448518","440YKbdXBzSY7jETpyzrNz"
"Play That Song","Train","a girl a bottle a boat","My playlist :)","Playlist","USSM11607746","77hjM9bMmgfTGJXv14UFmi"
"Mr. Blue Sky","Electric Light Orchestra","Out of the Blue","My playlist :)","Playlist","USSM17200399","2RlgNHKcydI9sayD2Df2xp"
"What Lovers Do (feat. SZA)","Maroon 5","Red Pill Blues (Deluxe)","My playlist :)","Playlist","USUM71709292","2j5hsQvApottzvTn4pFJWF"
"RISE","League of Legends","RISE","My playlist :)","Playlist","NLRD51859880","69Sy7207dnixZ6w7RSV9Kb"
"Watermelon Sugar","Harry Styles","Fine Line","My playlist :)","Playlist","USSM11912587","6UelLqGlWMcVH1E5c4H7lY"
"Love Yourself","Justin Bieber","Purpose (Deluxe)","My playlist :)","Playlist","USUM71516761","50kpGaPAhYJ3sGmk6vplg0"
"All About That Bass","Meghan Trainor","Title (Expanded Edition)","My playlist :)","Playlist","USSM11401317","5jSlcXdUGLWOV2pSfYYiBs"
"TRADING SONG (Blox Fruits)","BloxBoys","TRADING SONG (Blox Fruits)","My playlist :)","Playlist","SE5BU2560372","4r1mxcDz1hhX14b3W1wquf"
"she's all i wanna be","Tate McRae","i used to think i could fly","My playlist :)","Playlist","USRC12103120","7l9IqDtVWJurTvkQHq1BGh"
"It's My Life","Bon Jovi","Crush","My playlist :)","Playlist","USIR20000145","0v1XpBHnsbkCn7iJ9Ucr1l"
"Have It All","Jason Mraz","Know.","My playlist :)","Playlist","USAT21801510","7BXW1QCg56yzEBV8pW8pah"
"Sunday Best","Surfaces","Where the Light Is","My playlist :)","Playlist","TCAEA1802695","1qYKWcEOrh2tM8PlgIm8K1"
"Before You Leave Me","Alex Warren","You'll Be Alright, Kid (Chapter 1)","My playlist :)","Playlist","USAT22314248","792FHkvZbBQuWWM1a4TfL8"
"Cooler Than Me - Single Mix","Mike Posner","31 Minutes to Takeoff","My playlist :)","Playlist","USJAY1000035","2V4bv1fNWfTcyRJKmej6Sj"
"Bruises","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","My playlist :)","Playlist","GBKPL1778698","4Of7rzpRpV1mWRbhp5rAqG"
"Home","Phillip Phillips","The World From The Side Of The Moon","My playlist :)","Playlist","QMTM61200272","1EAgPzRbK9YmdOESSMUm6P"
"Attention","Charlie Puth","Voicenotes","My playlist :)","Playlist","USAT21700928","5cF0dROlMOK5uNZtivgu50"
"Dynamite","BTS","BE","My playlist :)","Playlist","QM7282022872","5QDLhrAOJJdNAmCTJ8xMyW"
"Unholy (feat. Kim Petras)","Sam Smith","Gloria","My playlist :)","Playlist","GBUM72205415","0NZPBYD5qbEWRs3PrGiRkT"
"Serotonin","Tom Walker","Serotonin","My playlist :)","Playlist","GBARL2200795","7qGTqLLIHXStOkmnSkZAbY"
"Fast Car","Jonas Blue","Blue","My playlist :)","Playlist","GBUM71507621","1SN1vSPsr4V4tIUTR3s8YW"
"Waiting For Love","Avicii","Stories","My playlist :)","Playlist","CHB701400134","2P4OICZRVAQcYAV2JReRfj"
"When You Love Someone","James TW","Chapters","My playlist :)","Playlist","USUM71600705","0TXNKTzawI6VgLoA9UauRp"
"Heathens","Twenty One Pilots","Heathens","My playlist :)","Playlist","USAT21601930","6i0V12jOa3mr6uu4WYhUBr"
"Havana (feat. Young Thug)","Camila Cabello","Camila","My playlist :)","Playlist","USSM11706905","1rfofaqEpACxVEHIZBJe6W"
"Overwhelmed (Ryan Mack Remix)","Ryan Mack","Overwhelmed (Ryan Mack Remix)","My playlist :)","Playlist","IERZR2100004","03eyNjBM2mpx28H6kdaufN"
"Ride","Twenty One Pilots","Blurryface","My playlist :)","Playlist","USAT21500598","2Z8WuEywRWYTKe1NybPQEW"
"Riptide","Vance Joy","Dream Your Life Away (Deluxe Edition)","My playlist :)","Playlist","AULI01385760","2uXlHCUbq9OMUwx3hrk06o"
"Immortals","Fall Out Boy","American Beauty/American Psycho","My playlist :)","Playlist","USUM71417740","3Te8uLyit6X3ncNW8Fp3K2"
"Dandelions","Ruth B.","Safe Haven","My playlist :)","Playlist","USSM11703468","2eAvDnpXP5W0cVtiI0PUxV"
"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","Expectations","My playlist :)","Playlist","USWB11701181","4e4fqjx0Izh4svvTef1z7e"
"Burn The House Down","AJR","The Click (Deluxe Edition)","My playlist :)","Playlist","QMRSZ1702960","2QKLrgXNQtK2c8QbLRO3XC"
"Simple","Florida Georgia Line","Can't Say I Ain't Country","My playlist :)","Playlist","QM3E21802116","4L9Ds4mpD3SuYoWwFUlv16"
"If You Want Blood (You've Got It)","AC/DC","Highway to Hell","My playlist :)","Playlist","AUAP07900029","7zscdQe9CjzXnqT3P1Ey7K"
"Lasso","Jake Banfield","Lasso","My playlist :)","Playlist","USUYG1717772","3avjQYeEgR9ko93lnMy2m9"
"Fancy Like","Walker Hayes","Country Stuff The Album","My playlist :)","Playlist","USQX92101534","58UKC45GPNTflCN6nwCUeF"
"Pretty Shining People","George Ezra","Staying at Tamara's","My playlist :)","Playlist","GBARL1701370","2JVwsN6viHjR9t5pCPQ4Br"
"Temperature","Sean Paul","The Trinity","My playlist :)","Playlist","USAT20505520","0k2GOhqsrxDTAbFFSdNJjT"
"Made You Look","Meghan Trainor","Takin' It Back","My playlist :)","Playlist","USSM12204574","0QHEIqNKsMoOY5urbzN48u"
"A Symptom Of Being Human - Pop Remix","Shinedown","A Symptom Of Being Human (Pop Remix)","My playlist :)","Playlist","USAT22306217","61ehkfn0RvcSW8eVBgRJU0"
"On My Way","Sheppard","On My Way","My playlist :)","Playlist","AUIYA1900001","65cv0OI9HmwR4EmN6CWucM"
"When We Were Young","Adele","25","My playlist :)","Playlist","GBBKS1500217","7GgWAITsYJaRM3r50rfh5w"
"Kaleidoscope","A Great Big World","When the Morning Comes","My playlist :)","Playlist","USSM11508393","2SkJKMfjpYsNv0KWOxiegX"
"Clocks","Coldplay","A Rush of Blood to the Head","My playlist :)","Playlist","GBAYE0200771","0BCPKOYdS2jbQ8iyB56Zns"
"NIGHTS LIKE THESE","Benson Boone","Walk Me Home...","My playlist :)","Playlist","USWB12202538","33vZRjxJScapmRShRJq8I0"
"Amen","Shaboozey","Where I've Been, Isn't Where I'm Going: The Complete Edition","My playlist :)","Playlist","USUYG1717095","3anaHXs7z8NwLUatPxqJlE"
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) - Acoustic","Rudimental","These Days (feat. Jess Glynne, Macklemore & Dan Caplen) [Acoustic]","My playlist :)","Playlist","GBAHS1800044","0qynC1yRTNWI7JEsKV9dwg"
"Salvation","The Strumbellas","Rattlesnake","My playlist :)","Playlist","CA6MD1800001","4RYeVjYECm5ly0aLsLhOqn"
"Worth It (feat. Kid Ink)","Fifth Harmony","Reflection (Deluxe)","My playlist :)","Playlist","USSM11406644","41Fflg7qHiVOD6dEPvsCzO"
"Stars Will Align - Zerb Remix","Kygo","Stars Will Align (Zerb Remix)","My playlist :)","Playlist","SEBGA2401484","3k3jHDTVEo8N7FqByouw05"
"You (with Marshmello & Vance Joy)","benny blanco","FRIENDS KEEP SECRETS 2","My playlist :)","Playlist","USUM72100060","3wCk9LASPqyp2VovekThtF"
"Mouth Of The River","Imagine Dragons","Evolve","My playlist :)","Playlist","USUM71704657","1dekgAFF9uTCqLsklDaCWb"
"I Won't","AJR","The Maybe Man","My playlist :)","Playlist","USUG12205036","4kqjTJRgfWYREDOtIxLkLC"
"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5","JORDI (Deluxe)","My playlist :)","Playlist","USUM72103449","5zFglKYiknIxks8geR8rcL"
"Fire Escape","Andrew McMahon in the Wilderness","Zombies On Broadway","My playlist :)","Playlist","USC4R1601466","6uCmU6ldcsVpLAKNCojVg8"
"Carry On","fun.","Some Nights","My playlist :)","Playlist","USAT21104051","7gpy7sfWPNuOKmUNs3XQYE"
"Danger Zone - From ""Top Gun"" Original Soundtrack","Kenny Loggins","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","My playlist :)","Playlist","USSM18600108","34x6hEJgGAOQvmlMql5Ige"
"HandClap","Fitz and The Tantrums","Fitz and The Tantrums (Deluxe Edition)","My playlist :)","Playlist","USAT21600408","4qRaZYiaOsSvWC7VgcxrI0"
"Eye of the Tiger","Survivor","Eye Of The Tiger","My playlist :)","Playlist","USVR19300001","2HHtWyy5CgaQbC7XSoOb0e"
"Great Balls Of Fire","Jerry Lee Lewis","Great Balls Of Fire","My playlist :)","Playlist","USF068926550","5jw1zzcYFivmuJK52JrnMK"
"Footloose - From ""Footloose"" Soundtrack","Kenny Loggins","Footloose (15th Anniversary Collectors' Edition)","My playlist :)","Playlist","USSM19803320","2vz1CsL5WBsbpBcwgboTAw"
"Eye of the Tiger","Survivor","Rocky IV","My playlist :)","Playlist","USVR19600010","2KH16WveTQWT6KOG9Rg6e2"
"Unstoppable","The Score","ATLAS","My playlist :)","Playlist","USUM71606282","6rrKbzJGGDlSZgLphopS49"
"Legend","The Score","ATLAS","My playlist :)","Playlist","USUM71700853","3SWqGa1J0M7hSBUDM0KePD"
"Another One Bites The Dust","Queen","Stone Cold Classics","My playlist :)","Playlist","GBCEE8000027","5Lsg8jlCoTyxRch9LvJo3E"
"We Will Rock You","Queen","Stone Cold Classics","My playlist :)","Playlist","GBCEE7700017","3bCjss1Y0kPPaSgd9cb89K"
"Wild Wild West","The Escape Club","Wild Wild West","My playlist :)","Playlist","USA560852675","4Qn1QhHhUT01LfpBnC7xnf"
"You Shook Me All Night Long","AC/DC","Back In Black","My playlist :)","Playlist","AUAP08000047","2SiXAy7TuUkycRVbbWDEpo"
"Dirty Deeds Done Dirt Cheap","AC/DC","Dirty Deeds Done Dirt Cheap","My playlist :)","Playlist","AUAP07600046","2d4e45fmUnguxh6yqC7gNT"
"Rock You Like A Hurricane","Scorpions","Love At First Sting","My playlist :)","Playlist","USPR38430331","58XWGx7KNNkKneHdprcprX"
"Enter Sandman","Metallica","Metallica","My playlist :)","Playlist","GBF089190013","5sICkBXVmaCQk5aISGR3x1"
"Rock And Roll All Nite","KISS","Dressed To Kill","My playlist :)","Playlist","USPR37509157","6KTv0Z8BmVqM7DPxbGzpVC"
"Party In The U.S.A.","Miley Cyrus","The Time Of Our Lives","My playlist :)","Playlist","USHR10924519","5Q0Nhxo0l2bP3pNjpGJwV1"
"Panama","Van Halen","Best of Volume 1","My playlist :)","Playlist","USWB18300002","42Lq6GBO5KUSNeSgJsOoke"
"You May Be Right","Billy Joel","Glass Houses","My playlist :)","Playlist","USSM17900398","7gMOe0gXYcELUoVugfMmHP"
"Let's Get It Started","Black Eyed Peas","Sport","My playlist :)","Playlist","USIR10400344","37LEkmNdegFwoS55DdL6Ov"
"Wild Thing","The Troggs","From Nowhere","My playlist :)","Playlist","GBF086600001","7jGzYUZ2Bgg8BDfYlQRfn8"
"Bad To The Bone","George Thorogood & The Destroyers","BAD TO THE BONE","My playlist :)","Playlist","USEM38500069","6s0NHplywwr1IjnQpUpWJk"
"It's Tricky","Run–D.M.C.","Raising Hell","My playlist :)","Playlist","USAR18600005","6jBCehpNMkwFVF3dz4nLIW"
"Sharp Dressed Man","ZZ Top","The Baddest","My playlist :)","Playlist","USWB10901928","7aXgo7vAHDjHR0JrCX2qJv"
"Stronger","Kanye West","Graduation","My playlist :)","Playlist","USUM70741329","1gudTcOiMosmCC6EKEzomI"
"The Final Countdown","Europe","The Final Countdown (Expanded Edition)","My playlist :)","Playlist","USSM18600196","3MrRksHupTVEQ7YbA0FsZK"
"Here for the Party","Gretchen Wilson","Here For The Party","My playlist :)","Playlist","USSM10403936","0SuzUhWAgStNIMZR4jEGgk"
"I Like It, I Love It","Tim McGraw","All I Want","My playlist :)","Playlist","USCRB0000762","3IvcWWehbBcBR4YZxlGM9R"
"The Race Is On","Sawyer Brown","The Boys Are Back","My playlist :)","Playlist","USCRB0000581","3kg4W7OIAVSNTLjXArK0Kn"
"It Ain't My Fault","Brothers Osborne","Pawn Shop","My playlist :)","Playlist","USUM71517541","08wJ1B9yu9sPeoRa5fbpr3"
"Boondocks","Little Big Town","The Road To Here","My playlist :)","Playlist","USEMG0518005","3duP6mBVDsHM8ioN7o7dAK"
"Sin Wagon","The Chicks","Fly","My playlist :)","Playlist","USSM19901539","5aUoUiLkJ0aUhNZtF2RdQK"
"Ride Wit Me","Nelly","Country Grammar","My playlist :)","Playlist","USUR10000172","1D70EbZoedMGzZWYZvfQIY"
"Lose Yourself","Eminem","SHADYXV","My playlist :)","Playlist","USIR10211570","2jvHb9SHJDi8Ugky7tUzUb"
"Fishin' in the Dark","Nitty Gritty Dirt Band","Hold On","My playlist :)","Playlist","USWB10101477","15jhnquhNS1IZMlM493UBW"
"What Was I Thinkin'","Dierks Bentley","Dierks Bentley","My playlist :)","Playlist","USCN10200472","0r8iDf65NHgFgZOGLwj5r8"
"Save a Horse (Ride a Cowboy)","Big & Rich","Horse of a Different Color","My playlist :)","Playlist","USWB10302758","5s7m2xNZWgz5FqVSIvJcGA"
"Where The Sidewalk Ends - Pure Country/Soundtrack Version","George Strait","Pure Country","My playlist :)","Playlist","USMC19238760","6vVESX7eHoxDHkgU1jS7dD"
"La Grange (2005 Remaster)","ZZ Top","Tres Hombres (Expanded 2006 Remaster)","My playlist :)","Playlist","USWB10505222","0u6JFVn0KHHlidZxNL9gVE"
